Name,Platform,Year of Release,Genre,Publisher,North America Sales,European Union Sales,Japan Sales,Other Sales,Global Sales,Critic Score,Critic Count,User Score,User Count,Developer,Rating,Platform_next,Year of Release_next,Genre_next,Publisher_next,North America Sales_next,European Union Sales_next,Japan Sales_next,Other Sales_next,Global Sales_next,Critic Score_next,Critic Count_next,User Score_next,User Count_next,Developer_next,Rating_next
Disney Infinity,3DS,2013.0,Action,Disney Interactive Studios,0.17,0.1,0.0,0.02,0.29,,,,,,,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0.0,0.07,0.29,,,5.6,14.0,TT Games,E10+
The LEGO Movie Videogame,PSV,2014.0,Action,Warner Bros. Interactive Entertainment,0.04,0.19,0.0,0.07,0.29,,,5.6,14.0,TT Games,E10+,PSP,2010.0,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,
Kurohyou: Ryu ga Gotoku Shinshou,PSP,2010.0,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,,PS2,2009.0,Action,D3Publisher,0.11,0.03,0.0,0.15,0.29,,,7,4.0,Papaya Studios,E10+
Ben 10 Alien Force: Vilgax Attacks,PS2,2009.0,Action,D3Publisher,0.11,0.03,0.0,0.15,0.29,,,7,4.0,Papaya Studios,E10+,GC,2005.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,88.0,36.0,8.4,16.0,EA Canada,E
NBA Street V3,GC,2005.0,Sports,Electronic Arts,0.23,0.06,0.0,0.01,0.29,88.0,36.0,8.4,16.0,EA Canada,E,DS,2006.0,Action,THQ,0.27,0.0,0.0,0.02,0.29,59.0,6.0,tbd,,Natsume,E
Nicktoons: Battle for Volcano Island,DS,2006.0,Action,THQ,0.27,0.0,0.0,0.02,0.29,59.0,6.0,tbd,,Natsume,E,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,66.0,11.0,7.7,20.0,Omega Force,T
WinBack: Covert Operations,PS2,2000.0,Shooter,Midas Interactive Entertainment,0.14,0.11,0.0,0.04,0.29,66.0,11.0,7.7,20.0,Omega Force,T,PS,1998.0,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,,,,,,
Kagero: Deception II,PS,1998.0,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29,,,,,,,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,87.0,58.0,9,118.0,Sony Bend,M
Syphon Filter: Dark Mirror,PSP,2006.0,Shooter,Sony Computer Entertainment,0.26,0.01,0.0,0.03,0.29,87.0,58.0,9,118.0,Sony Bend,M,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29,,,,,,
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PS,2000.0,Sports,Konami Digital Entertainment,0.0,0.0,0.27,0.02,0.29,,,,,,,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.29,,,9,4.0,Novarama,E10+
Invizimals: Shadow Zone,PSP,2010.0,Strategy,Sony Computer Entertainment,0.05,0.16,0.0,0.08,0.29,,,9,4.0,Novarama,E10+,DS,2008.0,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,0.29,69.0,23.0,7.3,18.0,Paon Corporation,E10+
Glory of Heracles,DS,2008.0,Role-Playing,Nintendo,0.19,0.0,0.08,0.01,0.29,69.0,23.0,7.3,18.0,Paon Corporation,E10+,X360,2011.0,Misc,Ubisoft,0.15,0.11,0.0,0.03,0.29,,,,,,
Rabbids: Alive & Kicking,X360,2011.0,Misc,Ubisoft,0.15,0.11,0.0,0.03,0.29,,,,,,,X360,2009.0,Action,THQ,0.2,0.07,0.0,0.03,0.29,61.0,18.0,6.8,6.0,Heavy Iron Studios,E10+
Up,X360,2009.0,Action,THQ,0.2,0.07,0.0,0.03,0.29,61.0,18.0,6.8,6.0,Heavy Iron Studios,E10+,PSV,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,62.0,51.0,6.4,69.0,SCEA,E
Modnation Racers: Road Trip,PSV,2012.0,Racing,Sony Computer Entertainment,0.15,0.09,0.0,0.04,0.29,62.0,51.0,6.4,69.0,SCEA,E,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,64.0,35.0,5.6,16.0,EA Canada,E
NBA Live 06,X360,2005.0,Sports,Electronic Arts,0.27,0.0,0.0,0.02,0.29,64.0,35.0,5.6,16.0,EA Canada,E,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games,E
ExerBeat,Wii,2010.0,Sports,Namco Bandai Games,0.1,0.16,0.0,0.03,0.29,60.0,9.0,7.6,5.0,Namco Bandai Games,E,SAT,1996.0,Sports,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,
J-League Victory Goal '96,SAT,1996.0,Sports,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,,PC,2005.0,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,82.0,19.0,8.5,525.0,Black Box,T
Need for Speed: Most Wanted,PC,2005.0,Racing,Electronic Arts,0.02,0.23,0.0,0.04,0.29,82.0,19.0,8.5,525.0,Black Box,T,PS,2000.0,Misc,Hasbro Interactive,0.16,0.11,0.0,0.02,0.29,,,,,,
Jeopardy! 2nd Edition,PS,2000.0,Misc,Hasbro Interactive,0.16,0.11,0.0,0.02,0.29,,,,,,,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.02,0.29,,,,,,
SD Gundam G Century,PS,1997.0,Strategy,Namco Bandai Games,0.0,0.0,0.27,0.02,0.29,,,,,,,PS2,2008.0,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,
Ratchet & Clank: Size Matters,PS2,2008.0,Platform,Sony Computer Entertainment,0.13,0.1,0.03,0.03,0.29,,,,,,,PS3,2010.0,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58.0,42.0,6,30.0,Double Helix Games,T
Front Mission Evolved,PS3,2010.0,Shooter,Square Enix,0.09,0.06,0.11,0.03,0.29,58.0,42.0,6,30.0,Double Helix Games,T,PSV,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,Capcom,T
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,Capcom,0.17,0.08,0.0,0.04,0.29,80.0,48.0,7.7,93.0,Capcom,T,Wii,2009.0,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87.0,50.0,8.8,86.0,Cing,T
Little King's Story,Wii,2009.0,Strategy,Rising Star Games,0.14,0.1,0.02,0.02,0.29,87.0,50.0,8.8,86.0,Cing,T,PS2,2006.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29,,,,,,
Atelier Iris 3: Grand Phantasm (US Sales),PS2,2006.0,Role-Playing,Tecmo Koei,0.14,0.11,0.0,0.04,0.29,,,,,,,SNES,1994.0,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29,,,,,,
Itadaki Street 2: Neon Sign wa Bara Iro ni,SNES,1994.0,Misc,Enix Corporation,0.0,0.0,0.29,0.0,0.29,,,,,,,PS3,2009.0,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64.0,27.0,7.3,15.0,Omega Force,T
Dynasty Warriors: Strikeforce,PS3,2009.0,Action,Tecmo Koei,0.11,0.07,0.07,0.03,0.29,64.0,27.0,7.3,15.0,Omega Force,T,GC,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.28,0.01,0.29,,,,,,
From TV Animation One Piece: Treasure Battle!,GC,2002.0,Fighting,Namco Bandai Games,0.0,0.0,0.28,0.01,0.29,,,,,,,DS,2009.0,Misc,Majesco Entertainment,0.27,0.0,0.0,0.02,0.29,,,tbd,,ImaginEngine,E
Alvin and the Chipmunks: The Squeakquel,DS,2009.0,Misc,Majesco Entertainment,0.27,0.0,0.0,0.02,0.29,,,tbd,,ImaginEngine,E,2600,1983.0,Action,Activision,0.27,0.02,0.0,0.0,0.29,,,,,,
Dolphin,2600,1983.0,Action,Activision,0.27,0.02,0.0,0.0,0.29,,,,,,,X360,2010.0,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67.0,60.0,8.3,126.0,Cavia Inc.,M
NieR,X360,2010.0,Role-Playing,Square Enix,0.13,0.1,0.04,0.02,0.29,67.0,60.0,8.3,126.0,Cavia Inc.,M,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.29,60.0,17.0,5.4,7.0,Altron,E
Zoo Tycoon 2 DS,DS,2008.0,Strategy,THQ,0.24,0.03,0.0,0.02,0.29,60.0,17.0,5.4,7.0,Altron,E,XB,2005.0,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,72.0,43.0,8.1,16.0,Midway Studios - Austin,M
Area 51,XB,2005.0,Shooter,Midway Games,0.22,0.06,0.0,0.01,0.29,72.0,43.0,8.1,16.0,Midway Studios - Austin,M,PS4,2015.0,Action,Activision,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,High Moon Studios,M
Deadpool,PS4,2015.0,Action,Activision,0.14,0.11,0.0,0.05,0.29,60.0,11.0,5.7,68.0,High Moon Studios,M,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,72.0,7.0,6.6,8.0,Konami,E
UEFA Euro 2016,PS4,2016.0,Sports,Konami Digital Entertainment,0.0,0.22,0.04,0.04,0.29,72.0,7.0,6.6,8.0,Konami,E,GBA,2003.0,Simulation,Jorudan,0.0,0.0,0.28,0.01,0.29,,,,,,
Hamster Club 4: Shigessa Daidassou,GBA,2003.0,Simulation,Jorudan,0.0,0.0,0.28,0.01,0.29,,,,,,,DS,2009.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,,,tbd,,Virtual Toys,E
Imagine: Fashion Designer World Tour,DS,2009.0,Simulation,Ubisoft,0.27,0.0,0.0,0.02,0.29,,,tbd,,Virtual Toys,E,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61.0,56.0,7.1,25.0,GRIN,M
Wanted: Weapons of Fate,PS3,2009.0,Shooter,Warner Bros. Interactive Entertainment,0.14,0.1,0.01,0.04,0.29,61.0,56.0,7.1,25.0,GRIN,M,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,68.0,23.0,8.5,63.0,"Valuewave Co.,Ltd.",E
Mega Man X8,PS2,2004.0,Platform,Capcom,0.14,0.11,0.0,0.04,0.29,68.0,23.0,8.5,63.0,"Valuewave Co.,Ltd.",E,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,82.0,67.0,8.2,73.0,Starbreeze,M
The Chronicles of Riddick: Assault on Dark Athena,X360,2009.0,Shooter,Atari,0.16,0.1,0.0,0.03,0.29,82.0,67.0,8.2,73.0,Starbreeze,M,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58.0,5.0,7.3,8.0,Eutechnyx,E
Ford Mustang: The Legend Lives,PS2,2005.0,Racing,Take-Two Interactive,0.14,0.11,0.0,0.04,0.29,58.0,5.0,7.3,8.0,Eutechnyx,E,2600,1981.0,Action,Unknown,0.27,0.02,0.0,0.0,0.29,,,,,,
Fast Food,2600,1981.0,Action,Unknown,0.27,0.02,0.0,0.0,0.29,,,,,,,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.16,0.0,0.03,0.29,,,tbd,,DoubleTap Games,E
TouchMaster: Connect,DS,2010.0,Puzzle,Warner Bros. Interactive Entertainment,0.1,0.16,0.0,0.03,0.29,,,tbd,,DoubleTap Games,E,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,74.0,28.0,8.2,21.0,Bugbear,T
FlatOut: Head On,PSP,2008.0,Racing,Empire Interactive,0.13,0.1,0.0,0.06,0.29,74.0,28.0,8.2,21.0,Bugbear,T,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,,,,,,
Jikkyou Powerful Pro Yakyuu 8,PS2,2001.0,Sports,Konami Digital Entertainment,0.0,0.0,0.29,0.0,0.29,,,,,,,N64,1999.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,,,,,,
Jeremy McGrath Supercross 2000,N64,1999.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1999.0,Racing,Electronic Arts,0.23,0.06,0.0,0.0,0.29,,,,,,
Supercross 2000,N64,1999.0,Racing,Electronic Arts,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1997.0,Fighting,Midway Games,0.23,0.06,0.0,0.0,0.29,,,,,,
War Gods,N64,1997.0,Fighting,Midway Games,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1998.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,,,,,,
Viz,N64,1998.0,Racing,Acclaim Entertainment,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1998.0,Racing,Kemco,0.23,0.06,0.0,0.0,0.29,,,,,,
Top Gear Overdrive,N64,1998.0,Racing,Kemco,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1999.0,Sports,Nintendo,0.23,0.06,0.0,0.0,0.29,,,,,,
Ken Griffey Jr.'s Slugfest,N64,1999.0,Sports,Nintendo,0.23,0.06,0.0,0.0,0.29,,,,,,,N64,1999.0,Puzzle,Nintendo,0.22,0.05,0.02,0.0,0.29,,,,,,
The New Tetris,N64,1999.0,Puzzle,Nintendo,0.22,0.05,0.02,0.0,0.29,,,,,,,N64,1999.0,Fighting,Titus,0.23,0.06,0.0,0.0,0.29,,,,,,
Xena: Warrior Princess - The Talisman of Fate,N64,1999.0,Fighting,Titus,0.23,0.06,0.0,0.0,0.29,,,,,,,PS3,2007.0,Action,Electronic Arts,0.25,0.02,0.0,0.03,0.29,,,,,,
The Godfather: Dons Edition,PS3,2007.0,Action,Electronic Arts,0.25,0.02,0.0,0.03,0.29,,,,,,,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,69.0,19.0,8,5.0,Mistic Software,E
Duel Masters: Sempai Legends,GBA,2003.0,Misc,Atari,0.21,0.08,0.0,0.01,0.29,69.0,19.0,8,5.0,Mistic Software,E,PS2,2009.0,Fighting,THQ,0.14,0.11,0.0,0.04,0.29,,,tbd,,THQ,E10+
Marvel Super Hero Squad,PS2,2009.0,Fighting,THQ,0.14,0.11,0.0,0.04,0.29,,,tbd,,THQ,E10+,DS,2007.0,Simulation,Ubisoft,0.23,0.03,0.0,0.02,0.29,43.0,7.0,tbd,,Black Lantern Studios,E
John Deere: Harvest in the Heartland,DS,2007.0,Simulation,Ubisoft,0.23,0.03,0.0,0.02,0.29,43.0,7.0,tbd,,Black Lantern Studios,E,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,69.0,14.0,8.8,17.0,Marvelous Entertainment,E
Harvest Moon: Magical Melody,Wii,2008.0,Simulation,Rising Star Games,0.23,0.03,0.0,0.02,0.29,69.0,14.0,8.8,17.0,Marvelous Entertainment,E,PS3,2015.0,Action,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48.0,Capcom,M
Resident Evil: Revelations 2,PS3,2015.0,Action,Capcom,0.06,0.05,0.16,0.02,0.29,,,6.8,48.0,Capcom,M,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,76.0,31.0,8.4,15.0,IR Gurus,T
Heroes of the Pacific,PS2,2005.0,Simulation,Codemasters,0.14,0.11,0.0,0.04,0.29,76.0,31.0,8.4,15.0,IR Gurus,T,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal,T
Prince of Persia: Rival Swords,Wii,2007.0,Action,Ubisoft,0.24,0.02,0.0,0.02,0.29,70.0,30.0,7.7,21.0,Ubisoft Montreal,T,GC,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74.0,25.0,7.8,19.0,EA Games,T
The Lord of the Rings: The Third Age,GC,2004.0,Role-Playing,Electronic Arts,0.22,0.06,0.0,0.01,0.29,74.0,25.0,7.8,19.0,EA Games,T,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70.0,51.0,8.1,42.0,Cing,T
Trace Memory,DS,2005.0,Adventure,Nintendo,0.15,0.01,0.12,0.01,0.29,70.0,51.0,8.1,42.0,Cing,T,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.02,0.29,84.0,30.0,8.2,43.0,Vicarious Visions,T
X-Men Legends II: Rise of Apocalypse,PSP,2005.0,Role-Playing,Activision,0.25,0.01,0.0,0.02,0.29,84.0,30.0,8.2,43.0,Vicarious Visions,T,GC,,Action,Unknown,0.22,0.06,0.0,0.01,0.29,,,7,4.0,Blue Tongue Entertainment,E
Nicktoons: Battle for Volcano Island,GC,,Action,Unknown,0.22,0.06,0.0,0.01,0.29,,,7,4.0,Blue Tongue Entertainment,E,Wii,2012.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,,,,,,
Just Dance Wii 2,Wii,2012.0,Misc,Nintendo,0.0,0.0,0.29,0.0,0.29,,,,,,,PSV,2013.0,Fighting,Marvelous Entertainment,0.08,0.02,0.16,0.03,0.29,,,,,,
Senran Kagura Shinovi Versus: Sh?jo-tachi no Sh?mei,PSV,2013.0,Fighting,Marvelous Entertainment,0.08,0.02,0.16,0.03,0.29,,,,,,,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,2K Australia,M
Borderlands: The Pre-Sequel,PC,2014.0,Shooter,Take-Two Interactive,0.11,0.15,0.0,0.02,0.29,75.0,55.0,6.2,703.0,2K Australia,M,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76.0,6.0,6,4.0,EA Tiburon,E
Madden NFL 08,XB,2007.0,Sports,Electronic Arts,0.22,0.06,0.0,0.01,0.29,76.0,6.0,6,4.0,EA Tiburon,E,PS,1996.0,Misc,Takara,0.0,0.0,0.27,0.02,0.29,,,,,,
DX Game of Life,PS,1996.0,Misc,Takara,0.0,0.0,0.27,0.02,0.29,,,,,,,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77.0,43.0,8,20.0,Atlus,T
Trauma Center: New Blood,Wii,2007.0,Simulation,Nintendo,0.22,0.04,0.01,0.02,0.29,77.0,43.0,8,20.0,Atlus,T,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,LightBox Interactive,T
Starhawk,PS3,2012.0,Action,Sony Computer Entertainment,0.18,0.05,0.03,0.03,0.29,77.0,71.0,7.8,188.0,LightBox Interactive,T,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,65.0,30.0,7.4,27.0,Akella,T
Pirates of the Caribbean,XB,2003.0,Role-Playing,Ubisoft,0.22,0.06,0.0,0.01,0.29,65.0,30.0,7.4,27.0,Akella,T,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E
FIFA Soccer 13,3DS,2012.0,Action,Electronic Arts,0.06,0.2,0.0,0.03,0.29,68.0,4.0,3.7,16.0,Electronic Arts,E,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71.0,30.0,7.2,12.0,Project Aces,T
Ace Combat: Joint Assault,PSP,2010.0,Simulation,Namco Bandai Games,0.06,0.05,0.15,0.03,0.29,71.0,30.0,7.2,12.0,Project Aces,T,XB,2005.0,Action,THQ,0.22,0.06,0.0,0.01,0.29,,,,,,
The Punisher,XB,2005.0,Action,THQ,0.22,0.06,0.0,0.01,0.29,,,,,,,PS,1996.0,Sports,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29,,,,,,
MLB Pennant Race,PS,1996.0,Sports,Sony Computer Entertainment,0.16,0.11,0.0,0.02,0.29,,,,,,,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,68.0,5.0,8.5,6.0,Blue Castle Games,E10+
The BIGS 2,Wii,2009.0,Sports,Take-Two Interactive,0.26,0.01,0.0,0.02,0.29,68.0,5.0,8.5,6.0,Blue Castle Games,E10+,Wii,2010.0,Platform,Activision,0.18,0.09,0.0,0.03,0.29,,,tbd,,Xpec,E10+
Shrek: Forever After,Wii,2010.0,Platform,Activision,0.18,0.09,0.0,0.03,0.29,,,tbd,,Xpec,E10+,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,43.0,44.0,6.8,87.0,Spark Unlimited,T
Turning Point: Fall of Liberty,X360,2008.0,Shooter,Codemasters,0.23,0.04,0.0,0.02,0.29,43.0,44.0,6.8,87.0,Spark Unlimited,T,SNES,1991.0,Role-Playing,Angel Studios,0.0,0.0,0.29,0.0,0.29,,,,,,
SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,SNES,1991.0,Role-Playing,Angel Studios,0.0,0.0,0.29,0.0,0.29,,,,,,,Wii,2011.0,Misc,Konami Digital Entertainment,0.23,0.04,0.0,0.02,0.29,,,tbd,,Hijinx Studios,T
Karaoke Revolution Glee: Volume 3,Wii,2011.0,Misc,Konami Digital Entertainment,0.23,0.04,0.0,0.02,0.29,,,tbd,,Hijinx Studios,T,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,Sanzaru Games,E
Sonic Boom: Shattered Crystal,3DS,2014.0,Action,Sega,0.17,0.09,0.0,0.03,0.29,47.0,21.0,6.3,160.0,Sanzaru Games,E,PS2,2002.0,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,30.0,4.0,5.1,17.0,Mass Media,E
Shrek Super Party,PS2,2002.0,Misc,TDK Mediactive,0.14,0.11,0.0,0.04,0.29,30.0,4.0,5.1,17.0,Mass Media,E,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,83.0,12.0,8.4,45.0,Konami,E
MLB Power Pros,Wii,2007.0,Sports,Konami Digital Entertainment,0.23,0.0,0.04,0.02,0.29,83.0,12.0,8.4,45.0,Konami,E,DS,2007.0,Puzzle,Avanquest,0.02,0.25,0.0,0.01,0.29,,,tbd,,Game Brains,E
Mah Jong Quest: Expeditions,DS,2007.0,Puzzle,Avanquest,0.02,0.25,0.0,0.01,0.29,,,tbd,,Game Brains,E,DC,2002.0,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,
"Sakura Wars 4: Koi Seyo,Otome",DC,2002.0,Adventure,Sega,0.0,0.0,0.29,0.0,0.29,,,,,,,PS2,2005.0,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81.0,15.0,7.3,26.0,RED Entertainment,T
"Sakura Wars: So Long, My Love",PS2,2005.0,Role-Playing,Sega,0.07,0.05,0.15,0.02,0.29,81.0,15.0,7.3,26.0,RED Entertainment,T,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79.0,14.0,8.1,31.0,Koei,T
Dynasty Tactics,PS2,2002.0,Strategy,Tecmo Koei,0.06,0.05,0.16,0.02,0.29,79.0,14.0,8.1,31.0,Koei,T,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,45.0,42.0,5.5,74.0,Techland,M
Call of Juarez: The Cartel,PS3,2011.0,Shooter,Ubisoft,0.12,0.12,0.0,0.05,0.29,45.0,42.0,5.5,74.0,Techland,M,PS,2000.0,Sports,Midas Interactive Entertainment,0.16,0.11,0.0,0.02,0.29,,,,,,
Snowboarding,PS,2000.0,Sports,Midas Interactive Entertainment,0.16,0.11,0.0,0.02,0.29,,,,,,,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02,0.29,,,tbd,,Black Lantern Studios,EC
Sesame Street: Cookie's Counting Carnival,Wii,2010.0,Misc,Warner Bros. Interactive Entertainment,0.27,0.0,0.0,0.02,0.29,,,tbd,,Black Lantern Studios,EC,PS3,2013.0,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0,Exient Entertainment,E
Angry Birds Star Wars,PS3,2013.0,Strategy,Activision,0.1,0.14,0.0,0.05,0.29,49.0,6.0,3.6,23.0,Exient Entertainment,E,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,Kojima Productions,M
Metal Gear Solid V: Ground Zeroes,XOne,2014.0,Action,Konami Digital Entertainment,0.15,0.11,0.0,0.02,0.29,76.0,13.0,5.4,348.0,Kojima Productions,M,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.03,0.29,84.0,36.0,8.7,268.0,Maxis,E
SimCity 4,PC,2003.0,Simulation,Electronic Arts,0.01,0.24,0.0,0.03,0.29,84.0,36.0,8.7,268.0,Maxis,E,X360,2012.0,Shooter,Activision,0.13,0.13,0.0,0.03,0.29,,,,,,
James Bond 007: Legends,X360,2012.0,Shooter,Activision,0.13,0.13,0.0,0.03,0.29,,,,,,,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,71.0,17.0,6.2,5.0,Vicious Cycle,E10+
Puzzle Quest: Challenge of the Warlords,Wii,2007.0,Puzzle,D3Publisher,0.26,0.0,0.0,0.02,0.29,71.0,17.0,6.2,5.0,Vicious Cycle,E10+,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.29,0.0,0.29,,,,,,
Dragon Ball Heroes: Ultimate Mission,3DS,2013.0,Misc,Namco Bandai Games,0.0,0.0,0.29,0.0,0.29,,,,,,,Wii,2009.0,Action,Namco Bandai Games,0.0,0.1,0.17,0.02,0.29,,,,,,
One Piece Unlimited Cruise 2: Awakening of a Hero,Wii,2009.0,Action,Namco Bandai Games,0.0,0.1,0.17,0.02,0.29,,,,,,,PS2,2007.0,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29,60.0,4.0,tbd,,Ubisoft Montreal,E10+
Surf's Up,PS2,2007.0,Sports,Ubisoft,0.14,0.11,0.0,0.04,0.29,60.0,4.0,tbd,,Ubisoft Montreal,E10+,PS,2000.0,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29,71.0,11.0,tbd,,Circus Freak,E
Looney Tunes Racing,PS,2000.0,Racing,Infogrames,0.16,0.11,0.0,0.02,0.29,71.0,11.0,tbd,,Circus Freak,E,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software,T
Disgaea 5: Alliance of Vengeance,PS4,2015.0,Role-Playing,Nippon Ichi Software,0.11,0.08,0.06,0.04,0.29,80.0,43.0,8.1,173.0,Nippon Ichi Software,T,PS2,2004.0,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29,,,,,,
Final Fantasy X-2: International + Last Mission,PS2,2004.0,Role-Playing,Square Enix,0.0,0.0,0.29,0.0,0.29,,,,,,,PS,1996.0,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,,,,,,
Namco Museum Vol.2,PS,1996.0,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29,,,,,,,Wii,2010.0,Action,Capcom,0.06,0.01,0.2,0.01,0.29,65.0,18.0,8.8,13.0,Capcom,T
