MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
942,Nishi no Yoki Majo: Astraea Testament,6.77,"Mystery, Comedy, Drama, Romance, Fantasy",The Good Witch Of The West,西の善き魔女 Astraea Testament,TV,13,"Apr 8, 2006 to Jul 1, 2006",Spring 2006,"Geneon Universal Entertainment, Mellow Head, Imagica, Mag Garden, Tablier Communications, On The Run",Maiden Japan,Hal Film Maker,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4560.0,4057,15842,46,843,6828,693,856,6622,325.0,427.0,897.0,1542.0,1103.0,644.0,238.0,102.0,56.0,36.0
953,Jyu Oh Sei,7.26,"Action, Sci-Fi, Adventure, Mystery, Drama, Shoujo",Jyu-Oh-Sei:Planet of the Beast King,獣王星,TV,11,"Apr 14, 2006 to Jun 23, 2006",Spring 2006,"Dentsu, SKY Perfect Well Think, Fuji TV, Asmik Ace, Sony Music Entertainment",Funimation,Bones,Manga,22 min. per ep.,R - 17+ (violence & profanity),2528.0,1947,62965,377,1898,36840,1618,1839,20770,2193.0,3886.0,7188.0,8062.0,4360.0,2140.0,934.0,302.0,172.0,148.0
956,Daikuu Maryuu Gaiking,6.68,"Adventure, Mecha, Sci-Fi, Shounen",Dino Mech Gaiking,大空魔竜ガイキング,TV,44,"Apr 1, 1976 to Jan 27, 1977",Spring 1976,Dynamic Planning,Discotek Media,Toei Animation,Original,24 min. per ep.,PG-13 - Teens 13 or older,4988.0,9054,1853,4,96,663,89,134,871,29.0,40.0,84.0,169.0,98.0,59.0,17.0,17.0,8.0,10.0
957,Saiunkoku Monogatari,7.94,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",The Story of Saiunkoku,彩雲国物語,TV,39,"Apr 8, 2006 to Feb 24, 2007",Spring 2006,"NHK, Sogo Vision","Funimation, Geneon Entertainment USA",Madhouse,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,623.0,1677,79685,1186,5702,35803,5003,3975,29202,4456.0,6390.0,8743.0,6580.0,2714.0,1365.0,343.0,138.0,80.0,74.0
958,HeatGuy J,7.17,"Action, Adventure, Mecha, Police, Sci-Fi",HeatGuy J,ヒートガイジェイ,TV,25,"Oct 2, 2002 to Mar 26, 2003",Fall 2002,"Bandai Visual, TBS","Funimation, Geneon Entertainment USA",Satelight,Original,24 min. per ep.,PG-13 - Teens 13 or older,2910.0,4096,15648,64,711,6832,926,1026,6153,352.0,657.0,1374.0,1831.0,927.0,540.0,189.0,56.0,38.0,24.0
962,Aria the Natural,8.2,"Sci-Fi, Slice of Life, Fantasy, Shounen",Aria the Natural,ARIA The NATURAL,TV,26,"Apr 3, 2006 to Sep 25, 2006",Spring 2006,"TV Tokyo, Shochiku, Mag Garden",Nozomi Entertainment,Hal Film Maker,Manga,24 min. per ep.,G - All Ages,309.0,1929,63713,743,3352,29175,2695,1526,26965,4789.0,6162.0,6606.0,3841.0,1511.0,749.0,226.0,116.0,59.0,300.0
967,Hokuto no Ken,7.99,"Action, Drama, Martial Arts, Sci-Fi, Shounen",Fist of the North Star,北斗の拳,TV,109,"Oct 4, 1984 to Mar 5, 1987",Fall 1984,Fuji TV,"Discotek Media, Manga Entertainment",Toei Animation,Manga,25 min. per ep.,R - 17+ (violence & profanity),551.0,1409,98311,2016,10973,32736,9207,5472,39923,5799.0,6039.0,9396.0,7695.0,2943.0,1275.0,534.0,252.0,140.0,323.0
969,Tsubasa Chronicle 2nd Season,7.6,"Action, Adventure, Fantasy, Romance, Supernatural, Drama, Mystery, Shounen",Tsubasa RESERVoir CHRoNiCLE Season Two,ツバサ・クロニクル 第2シリーズ,TV,26,"Apr 29, 2006 to Nov 4, 2006",Spring 2006,NHK,Funimation,Bee Train,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1284.0,1348,104828,533,3130,71859,3522,2979,23338,6346.0,8909.0,14525.0,13920.0,6024.0,2757.0,1101.0,401.0,215.0,139.0
973,Glass no Kantai: La Legende du Vent de l'Univers,6.58,"Adventure, Sci-Fi",Glass Fleet:The Legend of the Wind of the Universe,ガラスの艦隊～La legende du vent de l'univers～,TV,24,"Apr 4, 2006 to Sep 21, 2006",Spring 2006,"Sotsu, Asahi Broadcasting, Sotsu Music Publishing",Funimation,"Gonzo, Satelight",Original,24 min. per ep.,PG-13 - Teens 13 or older,5470.0,4808,10495,26,486,3669,513,806,5021,147.0,228.0,521.0,859.0,628.0,439.0,224.0,127.0,57.0,55.0
992,Dual! Parallel Lun-Lun Monogatari,7.1,"Action, Sci-Fi, Harem, Comedy, Mecha, Shounen",Dual! Parallel Trouble Adventure,デュアル！ぱられルンルン物語,TV,13,"Apr 8, 1999 to Jul 1, 1999",Spring 1999,Pioneer LDC,Geneon Entertainment USA,AIC,Original,25 min. per ep.,PG-13 - Teens 13 or older,3196.0,4146,15242,66,432,10048,439,504,3819,405.0,811.0,1733.0,2390.0,1221.0,663.0,224.0,74.0,29.0,24.0
996,Bishoujo Senshi Sailor Moon: Sailor Stars,7.92,"Adventure, Comedy, Drama, Fantasy, Magic, Romance, Shoujo",Sailor Moon Sailor Stars,美少女戦士セーラームーン セーラースターズ,TV,34,"Mar 9, 1996 to Feb 8, 1997",Spring 1996,TV Asahi,VIZ Media,Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,649.0,1570,86890,1177,2084,65468,1777,1119,16442,9425.0,8086.0,10622.0,9810.0,4379.0,1916.0,531.0,163.0,100.0,115.0
998,Blue Seed,7.03,"Action, Adventure, Comedy, Demons, Drama, Ecchi, Horror, Mystery, Romance, Sci-Fi",Blue Seed,ブルーシード,TV,26,"Oct 5, 1994 to Mar 29, 1995",Fall 1994,"Nihon Ad Systems, Movic","ADV Films, Discotek Media","Production I.G, Production Reed",Manga,23 min. per ep.,PG-13 - Teens 13 or older,3531.0,3335,24031,128,1044,11482,1095,1198,9212,493.0,844.0,1908.0,2884.0,1677.0,871.0,289.0,112.0,45.0,37.0
1000,Uchuu Kaizoku Captain Herlock,7.71,"Action, Sci-Fi, Adventure, Space, Drama, Seinen",Space Pirate Captain Harlock,宇宙海賊・キャプテンハーロック,TV,42,"Mar 14, 1978 to Feb 13, 1979",Spring 1978,Studio Nue,Discotek Media,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,995.0,3059,28480,297,1941,9540,1860,1106,14033,1072.0,1346.0,2336.0,2130.0,856.0,388.0,133.0,63.0,26.0,32.0
1005,Star Ocean EX,6.61,"Adventure, Fantasy, Sci-Fi, Shounen",Star Ocean EX,スターオーシャンEX,TV,26,"Apr 3, 2001 to Sep 25, 2001",Spring 2001,"TV Tokyo, Dentsu","Discotek Media, Geneon Entertainment USA",Studio Deen,Game,22 min. per ep.,PG-13 - Teens 13 or older,5318.0,4666,11416,33,421,6750,569,787,2889,229.0,382.0,851.0,1571.0,1177.0,724.0,301.0,134.0,69.0,32.0
1017,Majutsushi Orphen,7.17,"Action, Adventure, Comedy, Demons, Fantasy, Magic",Orphen,魔術士オーフェン,TV,24,"Oct 3, 1998 to Mar 27, 1999",Fall 1998,"Kadokawa Shoten, TBS",Sentai Filmworks,J.C.Staff,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,2922.0,2698,35729,174,2281,16114,1858,1799,13677,727.0,1358.0,3029.0,4204.0,2134.0,1043.0,334.0,123.0,65.0,39.0
1018,Majutsushi Orphen: Revenge,6.82,"Adventure, Comedy, Fantasy, Magic, Shounen",Orphen 2:Revenge,魔術士オーフェンRevenge,TV,23,"Oct 2, 1999 to Mar 26, 2000",Fall 1999,"Kadokawa Shoten, TBS",Sentai Filmworks,J.C.Staff,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,4379.0,4189,14725,26,611,8161,536,558,4859,315.0,502.0,1151.0,1803.0,1160.0,628.0,288.0,122.0,63.0,32.0
1019,Honoo no Mirage,6.57,"Action, Historical, Supernatural, Drama, Romance, School, Shounen Ai",Mirage of Blaze,炎の蜃気楼 [ミラージュ],TV,13,"Jan 7, 2002 to Apr 8, 2002",Winter 2002,"Aniplex, Shueisha",Media Blasters,Madhouse,Light novel,24 min. per ep.,PG-13 - Teens 13 or older,5536.0,3723,19350,83,838,9042,746,1173,7551,393.0,563.0,1140.0,1737.0,1391.0,923.0,425.0,216.0,119.0,120.0
1025,Kachou Ouji,7.01,"Sci-Fi, Adventure, Music, Slice of Life, Space, Comedy",Legend of Black Heaven,課長王子,TV,13,"Jul 8, 1999 to Oct 7, 1999",Summer 1999,Pioneer LDC,"Discotek Media, Geneon Entertainment USA","AIC, APPP",Original,25 min. per ep.,R+ - Mild Nudity,3624.0,3249,25418,108,1146,7927,956,990,14399,455.0,695.0,1504.0,2001.0,1185.0,663.0,262.0,123.0,61.0,47.0
1045,Elf wo Karu Mono-tachi,7.03,"Adventure, Comedy, Ecchi, Fantasy, Magic, Shounen",Those Who Hunt Elves,エルフを狩るモノたち,TV,12,"Oct 4, 1996 to Dec 20, 1996",Fall 1996,"Sotsu, Showgate","ADV Films, Sentai Filmworks","Group TAC, Amuse",Manga,24 min. per ep.,PG-13 - Teens 13 or older,3534.0,3548,21147,44,859,11387,818,1127,6956,435.0,902.0,1981.0,2899.0,1560.0,820.0,318.0,128.0,64.0,58.0
1048,The SoulTaker: Tamashii-gari,6.38,"Demons, Horror, Supernatural",SoulTaker,The SoulTaker～魂狩～,TV,13,"Apr 4, 2001 to Jul 4, 2001",Spring 2001,"WOWOW, Pioneer LDC, Toshiba Entertainment, Toshiba Digital Frontiers",Geneon Entertainment USA,Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,6498.0,3472,22267,63,964,8399,1135,1749,10020,291.0,427.0,1086.0,1749.0,1499.0,977.0,580.0,286.0,163.0,184.0
1050,Bobobo-bo Bo-bobo,7.5,"Sci-Fi, Adventure, Comedy, Shounen",Bobobo-bo Bo-bobo,ボボボーボ・ボーボボ,TV,76,"Nov 8, 2003 to Sep 30, 2005",Fall 2003,"Avex Entertainment, Dentsu, TV Asahi",Discotek Media,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,1569.0,1781,72819,976,4666,31822,6505,9371,20455,5255.0,3779.0,6486.0,7074.0,4071.0,2396.0,1276.0,665.0,562.0,780.0
1082,Hikari to Mizu no Daphne,6.76,"Sci-Fi, Mystery, Comedy, Police, Psychological, Drama, Ecchi",Daphne in the Brilliant Blue,光と水のダフネ,TV,24,"Jan 16, 2004 to Jul 3, 2004",Winter 2004,"Genco, Lantis, Toshiba Entertainment","Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Original,24 min. per ep.,R - 17+ (violence & profanity),4620.0,4496,12433,25,697,5166,624,945,5001,204.0,352.0,718.0,1226.0,818.0,569.0,243.0,113.0,66.0,35.0
1083,Human Crossing,6.34,"Drama, Slice of Life, Sports",Human Crossing,人間交差点,TV,13,"Apr 5, 2003 to Jun 28, 2003",Spring 2003,"TV Tokyo, Shogakukan-Shueisha Productions","Maiden Japan, Geneon Entertainment USA",A.C.G.T.,Manga,24 min. per ep.,PG-13 - Teens 13 or older,6669.0,7746,3085,1,129,818,147,160,1831,21.0,34.0,85.0,203.0,148.0,109.0,43.0,26.0,8.0,10.0
1088,Macross,7.94,"Action, Mecha, Military, Music, Romance, Sci-Fi, Space",Macross,超時空要塞マクロス,TV,36,"Oct 3, 1982 to Jun 26, 1983",Fall 1982,"Artland, Mainichi Broadcasting System, Studio Nue, Anime Friend","ADV Films, AnimEigo",Tatsunoko Production,Original,25 min. per ep.,PG-13 - Teens 13 or older,624.0,1614,82908,1605,4626,35847,3569,2124,36742,4457.0,5905.0,8887.0,6415.0,2386.0,1006.0,346.0,131.0,71.0,89.0
1103,Shinkon Gattai Godannar!!,6.69,"Ecchi, Comedy, Mecha, Romance, Sci-Fi",Marriage of God & Soul Godannar!!,神魂合体ゴーダンナー！！,TV,13,"Oct 1, 2003 to Dec 24, 2003",Fall 2003,AIC,"ADV Films, Sentai Filmworks",OLM,Original,25 min. per ep.,R+ - Mild Nudity,4937.0,4251,14240,37,843,5011,603,785,6998,190.0,321.0,759.0,1234.0,829.0,482.0,225.0,107.0,65.0,41.0
1108,Senkaiden Houshin Engi,7.13,"Magic, Adventure, Fantasy, Supernatural, Historical, Shounen",Soul Hunter,仙界伝 封神演義,TV,26,"Jul 3, 1999 to Dec 25, 1999",Summer 1999,TV Tokyo Music,"ADV Films, Discotek Media",Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,3089.0,4183,14820,76,576,8050,608,793,4793,438.0,690.0,1437.0,1918.0,1044.0,530.0,222.0,96.0,55.0,34.0
1127,UFO Princess Valkyrie,6.75,"Comedy, Ecchi, Magic, Sci-Fi",UFO Ultramaiden Valkyrie,円盤皇女ワるきゅーレ,TV,12,"Jul 4, 2002 to Sep 19, 2002",Summer 2002,"Media Factory, Nippon Columbia, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,23 min. per ep.,R+ - Mild Nudity,4670.0,3936,17103,45,797,8572,698,926,6110,355.0,489.0,1101.0,1872.0,1258.0,806.0,292.0,161.0,91.0,59.0
1128,UFO Princess Valkyrie 2: Juunigatsu no Yasoukyoku,6.97,"Comedy, Romance, Sci-Fi",UFO Ultramaiden Valkyrie 2:December Nocturne,円盤皇女ワるきゅーレ 十二月の夜想曲,TV,12,"Oct 4, 2003 to Dec 20, 2003",Fall 2003,"Media Factory, KlockWorx, Toshiba Entertainment",ADV Films,TNK,Manga,23 min. per ep.,R+ - Mild Nudity,3732.0,5249,8393,13,289,5494,230,192,2188,221.0,351.0,791.0,1179.0,715.0,324.0,109.0,57.0,30.0,13.0
1132,Digimon Frontier,7.15,"Action, Adventure, Comedy, Drama, Fantasy, Shounen",Digimon Frontier,デジモンフロンティア,TV,50,"Apr 7, 2002 to Mar 30, 2003",Spring 2002,"Yomiko Advertising, Fuji TV",Flatiron Film Company,Toei Animation,Original,23 min. per ep.,PG - Children,2984.0,1155,127856,578,2419,110260,2711,4532,7934,6652.0,8891.0,17189.0,22771.0,13570.0,6881.0,2714.0,932.0,459.0,275.0
1137,Mushrambo,6.98,"Sci-Fi, Adventure, Drama, Fantasy, Shounen",Shinzo,マシュランボー,TV,32,"Feb 5, 2000 to Sep 23, 2000",Winter 2000,TV Asahi,Saban Entertainment,Toei Animation,Original,23 min. per ep.,PG - Children,3710.0,4374,13286,73,424,9001,532,646,2683,526.0,607.0,1265.0,2177.0,1289.0,729.0,225.0,96.0,38.0,34.0
1138,Medarot,7.07,"Adventure, Comedy, Sci-Fi, Shounen",Medabots,メダロット,TV,52,"Jul 2, 1999 to Jun 30, 2000",Summer 1999,"TV Tokyo, Nihon Ad Systems, Nelvana","ADV Films, Discotek Media, Shout! Factory",Bee Train,Game,24 min. per ep.,PG - Children,3370.0,2312,47776,230,1685,35173,2154,2980,5784,1671.0,2527.0,5782.0,9065.0,5136.0,2474.0,717.0,265.0,122.0,54.0
1142,Hachimitsu to Clover II,8.26,"Drama, Josei, Romance, Slice of Life",Honey and Clover II,ハチミツとクローバー II,TV,12,"Jun 30, 2006 to Sep 15, 2006",Summer 2006,"Genco, Fuji TV, Sony Music Entertainment, Shueisha","VIZ Media, Discotek Media",J.C.Staff,Manga,23 min. per ep.,PG-13 - Teens 13 or older,256.0,1525,90170,973,1990,59361,1875,1225,25719,9592.0,12650.0,13234.0,7377.0,2725.0,1172.0,431.0,145.0,94.0,150.0
1156,I: Wish You Were Here,6.07,"Action, Drama, Mystery, Sci-Fi",Zaion:I Wish You Were Here,i -wish you were here- ～あなたがここにいてほしい～,TV,4,"Oct 4, 2001 to Nov 24, 2001",Fall 2001,"GDH, Media Factory",ADV Films,Gonzo,Original,27 min. per ep.,PG-13 - Teens 13 or older,7963.0,5208,8628,11,273,4507,193,254,3401,125.0,196.0,362.0,772.0,816.0,617.0,330.0,141.0,93.0,36.0
1161,Maze☆Bakunetsu Jikuu (TV),6.65,"Adventure, Comedy, Fantasy, Mecha, Shounen",Maze:The Mega-Burst Space,MAZE☆爆熱時空,TV,25,"Apr 3, 1997 to Sep 25, 1997",Spring 1997,Kadokawa Shoten,Central Park Media,J.C.Staff,Manga,24 min. per ep.,PG-13 - Teens 13 or older,5157.0,6223,5491,9,299,2148,350,394,2300,70.0,106.0,310.0,545.0,384.0,220.0,111.0,33.0,15.0,19.0
1175,Metal Fighter Miku,6.04,"Sci-Fi, Comedy, Sports, Shounen",Metal Fighter Miku,メタルファイター・MIKU,TV,13,"Jul 8, 1994 to Sep 30, 1994",Summer 1994,"Victor Entertainment, Studio Jack","Media Blasters, Central Park Media",J.C.Staff,Original,25 min. per ep.,PG-13 - Teens 13 or older,8075.0,7713,3147,7,127,997,133,179,1711,21.0,22.0,67.0,191.0,205.0,185.0,60.0,31.0,15.0,6.0
1179,Gakuen Senki Muryou,7.07,"Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen",Shingu:Secret of the Stellar Wars,学園戦記ムリョウ,TV,26,"May 8, 2001 to Dec 4, 2001",Spring 2001,Starchild Records,Nozomi Entertainment,Madhouse,Original,25 min. per ep.,PG-13 - Teens 13 or older,3353.0,6112,5743,25,328,1838,309,274,2994,104.0,147.0,372.0,430.0,254.0,141.0,58.0,20.0,12.0,12.0
1186,Battle Athletess Daiundoukai (TV),6.9,"Action, Sci-Fi, Adventure, Comedy, Sports, Drama, School, Shounen",Battle Athletes Victory,バトルアスリーテス大運動会,TV,26,"Oct 3, 1997 to Mar 27, 1998",Fall 1997,"TV Tokyo, Genco, Pioneer LDC",Geneon Entertainment USA,AIC,Original,22 min. per ep.,PG - Children,4008.0,5610,7155,33,271,3521,307,420,2636,140.0,265.0,531.0,821.0,483.0,283.0,114.0,52.0,28.0,25.0
1195,Zero no Tsukaima,7.33,"Action, Adventure, Harem, Comedy, Magic, Romance, Ecchi, Fantasy, School",The Familiar of Zero,ゼロの使い魔,TV,13,"Jul 3, 2006 to Sep 25, 2006",Summer 2006,"Genco, Media Factory, Shochiku, Bushiroad, Happinet Pictures","Funimation, Sentai Filmworks, Geneon Entertainment USA",J.C.Staff,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,2198.0,147,651195,7932,18814,501416,10766,17962,102237,36950.0,49515.0,91302.0,102945.0,51897.0,25721.0,11409.0,4686.0,2640.0,2005.0
1210,NHK ni Youkoso!,8.33,"Comedy, Psychological, Drama, Romance",Welcome to the N.H.K.,N・H・Kにようこそ！,TV,24,"Jul 10, 2006 to Dec 18, 2006",Summer 2006,"NHK, Victor Entertainment","ADV Films, Funimation",Gonzo,Novel,24 min. per ep.,R+ - Mild Nudity,204.0,203,550365,21311,29458,304696,23658,15615,176938,51981.0,74856.0,73733.0,39374.0,13860.0,5718.0,2445.0,918.0,499.0,601.0
1224,Aquarian Age: Sign for Evolution,6.12,"Action, Sci-Fi, Adventure, Music, Super Power, Supernatural, Romance, Fantasy, Shounen",Aquarian Age:Sign for Evolution,アクエリアンエイジ Sign for Evolution,TV,13,"Jan 11, 2002 to Mar 29, 2002",Winter 2002,Broccoli,ADV Films,Madhouse,Card game,24 min. per ep.,PG-13 - Teens 13 or older,7679.0,4575,11838,17,462,5422,536,827,4591,104.0,197.0,454.0,945.0,1006.0,755.0,358.0,141.0,79.0,61.0
1239,Bishoujo Senshi Sailor Moon SuperS,7.59,"Drama, Magic, Romance, Shoujo",Sailor Moon SuperS,美少女戦士セーラームーン Super S,TV,39,"Mar 4, 1995 to Mar 2, 1996",Spring 1995,TV Asahi,"VIZ Media, Geneon Entertainment USA",Toei Animation,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1297.0,1528,90211,539,2356,70299,1874,1187,14495,7681.0,7056.0,10504.0,12197.0,6218.0,2830.0,933.0,278.0,145.0,111.0
1246,Yuugo: Koushounin,7.13,"Action, Military, Mystery, Psychological, Drama, Seinen",Yugo The Negotiator,勇午 ～交渉人～,TV,13,"Feb 24, 2004 to May 25, 2004",Winter 2004,G&G Entertainment,ADV Films,Artland,Manga,24 min. per ep.,R - 17+ (violence & profanity),3071.0,4869,10113,28,427,3526,375,518,5267,178.0,323.0,738.0,877.0,473.0,259.0,93.0,52.0,17.0,24.0
1249,"Zone of the Enders: Dolores, I",6.96,"Action, Adventure, Space, Comedy, Mecha, Military, Sci-Fi",Zone of the Enders:Dolores,"Z.O.E Dolores,i",TV,26,"Apr 7, 2001 to Sep 29, 2001",Spring 2001,"AT-X, TV Tokyo Music",ADV Films,Sunrise,Game,24 min. per ep.,PG-13 - Teens 13 or older,3767.0,4881,10097,33,417,4463,478,511,4228,166.0,316.0,757.0,1180.0,612.0,331.0,135.0,61.0,30.0,19.0
1250,Erementar Gerad,7.3,"Adventure, Comedy, Super Power, Magic, Romance, Fantasy, Shounen",Elemental Gelade,エレメンタルジェレイド,TV,26,"Apr 5, 2005 to Sep 27, 2005",Spring 2005,"TV Tokyo, Geneon Universal Entertainment, Sotsu, Victor Entertainment","Funimation, Discotek Media, Geneon Entertainment USA",Xebec,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2325.0,1587,85305,497,3647,51887,4082,4442,21247,3279.0,4969.0,9868.0,11831.0,6331.0,3267.0,1125.0,386.0,158.0,103.0
1251,Fushigi no Umi no Nadia,7.54,"Adventure, Comedy, Historical, Romance, Sci-Fi",Nadia:Secret of Blue Water,ふしぎの海のナディア,TV,39,"Apr 13, 1990 to Apr 12, 1991",Spring 1990,"NHK, Sogo Vision","ADV Films, Sentai Filmworks",Gainax,Original,25 min. per ep.,PG-13 - Teens 13 or older,1445.0,2270,49529,415,2679,18357,2494,1559,24440,1289.0,2354.0,4579.0,4234.0,1936.0,800.0,281.0,97.0,52.0,32.0
1261,Kyattou Ninden Teyandee,7.05,"Action, Comedy, Mecha, Super Power, Sci-Fi, Shounen",Samurai Pizza Cats,キャッ党忍伝てやんでえ,TV,54,"Feb 1, 1990 to Feb 12, 1991",Winter 1990,"Sotsu, Studio Nue, Dongyang Animation","Discotek Media, Saban Entertainment",Tatsunoko Production,Original,24 min. per ep.,G - All Ages,3467.0,4747,10845,62,394,5441,762,1170,3078,379.0,452.0,886.0,1410.0,870.0,457.0,195.0,79.0,41.0,36.0
1281,Gakkou no Kaidan,7.68,"Mystery, Horror, Supernatural",Ghost Stories,学校の怪談,TV,19,"Oct 22, 2000 to Mar 25, 2001",Fall 2000,"Aniplex, Fuji TV","ADV Films, Discotek Media",Studio Pierrot,Original,24 min. per ep.,PG-13 - Teens 13 or older,1079.0,1232,117966,1148,11745,56120,8598,4595,36908,9244.0,7204.0,12303.0,12179.0,5428.0,2596.0,1254.0,625.0,332.0,288.0
1292,Afro Samurai,7.36,"Action, Adventure, Samurai",Afro Samurai,アフロサムライ,TV,5,"May 3, 2007 to May 4, 2007",Spring 2007,"Dentsu, Victor Entertainment, Pony Canyon, Fuji TV",Funimation,Gonzo,Original,27 min. per ep.,R+ - Mild Nudity,2046.0,528,270362,1488,7018,191739,4823,5650,61132,13889.0,21778.0,39383.0,39910.0,19164.0,9534.0,4034.0,1708.0,956.0,694.0
1293,Urusei Yatsura,7.69,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",Urusei Yatsura,うる星やつら,TV,195,"Oct 14, 1981 to Mar 19, 1986",Fall 1981,"Kitty Films, Fuji TV",AnimEigo,"Studio Pierrot, Studio Deen",Manga,25 min. per ep.,PG-13 - Teens 13 or older,1048.0,2056,57537,839,6668,10365,5607,3636,31261,1494.0,1741.0,3155.0,3365.0,1645.0,767.0,286.0,111.0,58.0,70.0
1313,Digimon Adventure 02,7.24,"Action, Adventure, Comedy, Drama, Fantasy, Kids",Digimon Adventure 02,デジモンアドベンチャー０２,TV,50,"Apr 2, 2000 to Mar 25, 2001",Spring 2000,"Yomiko Advertising, Fuji TV","Saban Entertainment, Flatiron Film Company",Toei Animation,Original,25 min. per ep.,PG - Children,2607.0,791,189045,808,2944,171005,2757,3456,8883,10012.0,14774.0,27810.0,37308.0,19726.0,9127.0,3131.0,990.0,436.0,228.0
1333,Fushigi na Koala Blinky,6.3,"Adventure, Comedy, Kids, Fantasy",Noozles,ふしぎなコアラ ブリンキー,TV,26,"Jul 7, 1984 to Dec 28, 1984",Summer 1984,Fuji TV,Saban Entertainment,Nippon Animation,Original,25 min. per ep.,G - All Ages,6872.0,11065,763,2,29,389,47,118,180,17.0,13.0,37.0,67.0,65.0,55.0,16.0,11.0,10.0,3.0
1349,A.D. Police (TV),6.02,"Action, Sci-Fi, Mecha, Shounen",A.D. Police:To Protect and Serve,アドバンスドポリス,TV,12,"Apr 8, 1999 to Jul 1, 1999",Spring 1999,AIC,ADV Films,Plum,Original,24 min. per ep.,PG-13 - Teens 13 or older,8126.0,5041,9349,13,396,4668,330,502,3453,57.0,115.0,371.0,862.0,822.0,618.0,330.0,152.0,78.0,48.0
1371,Hi no Tori,7.11,"Sci-Fi, Adventure, Historical, Supernatural, Drama",Bird of Fire,火の鳥,TV,13,"Mar 21, 2004 to Jun 27, 2004",Spring 2004,"NHK, Tohokushinsha Film Corporation","Media Blasters, NYAV Post",Tezuka Productions,Manga,25 min. per ep.,G - All Ages,3155.0,5526,7419,28,311,2283,331,314,4180,162.0,228.0,490.0,528.0,324.0,167.0,91.0,34.0,10.0,14.0
1372,Taiho Shichau zo (TV),7.54,"Action, Comedy, Police, Seinen",You're Under Arrest (1996),逮捕しちゃうぞ (1996),TV,47,"Oct 5, 1996 to Sep 27, 1997",Fall 1996,"Bandai Visual, TBS, Kodansha, Nichion",AnimEigo,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,1464.0,3441,22588,150,1649,9011,1524,1135,9269,520.0,1122.0,2231.0,2295.0,885.0,424.0,85.0,39.0,10.0,17.0
1410,IGPX: Immortal Grand Prix (2005) 2nd Season,7.29,"Mecha, Sci-Fi, Shounen, Sports",IGPX:Immortal Grand Prix,IGPX -Immortal Grand Prix-,TV,13,"May 20, 2006 to Aug 26, 2006",Spring 2006,"Bee Train, Bandai Visual","Bandai Entertainment, Discotek Media",Production I.G,Original,24 min. per ep.,PG-13 - Teens 13 or older,2400.0,4995,9529,25,237,6771,218,183,2120,286.0,602.0,1223.0,1593.0,664.0,318.0,74.0,36.0,11.0,9.0
